,CID10,DESC,JANEIRO,FEVEREIRO,MARÇO,ABRIL,MAIO,JUNHO,JULHO,AGOSTO,SETEMBRO,OUTUBRO,NOVEMBRO,DEZEMBRO,NUMCAP
0,A00,Cólera,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
1,A01,Febres tifóide e paratifóide,2.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,0.0,2.0,0.0,,1.0
2,A02,Outras infecções por Salmonella,0.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,1.0,1.0
3,A03,Shiguelose,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0
4,A04,Outras infecções intestinais bacterianas,2.0,3.0,5.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,8.0,1.0
5,A05,Outras intoxicações alimentares bacterianas,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,,1.0
6,A06,Amebíase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
7,A07,Outras doenças intestinais por protozoários,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
8,A08,"Infecções intestinais virais, outras e as não especificadas",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0
9,A09,Diarréia e gastroenterite de origem infecciosa presumível,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
10,A15,"Tuberculose respiratória, com confirmação bacteriológica e hist",517.0,562.0,736.0,625.0,642.0,597.0,562.0,613.0,626.0,549.0,548.0,452.0,1.0
11,A16,"Tuberculose das vias respiratórias, sem confirmação bacterioló",242.0,281.0,329.0,296.0,275.0,263.0,264.0,320.0,276.0,287.0,273.0,201.0,1.0
12,A17†,Tuberculose do sistema nervoso,1.0,1.0,4.0,4.0,3.0,5.0,6.0,7.0,3.0,7.0,4.0,4.0,1.0
13,A18,Tuberculose de outros órgãos,21.0,32.0,38.0,35.0,32.0,28.0,33.0,34.0,41.0,25.0,25.0,28.0,1.0
14,A19,Tuberculose miliar,5.0,13.0,12.0,11.0,18.0,11.0,10.0,15.0,15.0,8.0,14.0,9.0,1.0
15,A20,Peste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0
16,A21,Tularemia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
17,A22,Carbúnculo,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,1.0
18,A23,Brucelose,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,,1.0
19,A24,Mormo e melioidose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
20,A25,Febres transmitidas por mordedura de rato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0
21,A26,Erisipelóide,2.0,1.0,2.0,0.0,2.0,7.0,6.0,4.0,5.0,0.0,1.0,2.0,1.0
22,A27,Leptospirose,13.0,16.0,20.0,28.0,18.0,18.0,12.0,7.0,9.0,8.0,14.0,10.0,1.0
23,A28,Outras doenças bacterianas zoonóticas não classificadas em o,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0
24,A30,Hanseníase [doença de Hansen] [lepra],316.0,304.0,457.0,364.0,363.0,380.0,361.0,395.0,392.0,384.0,365.0,239.0,1.0
25,A31,Infecções devidas a outras micobactérias,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0
26,A32,Listeriose [listeríase],1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0
27,A33,Tétano do recém-nascido [neonatal],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
28,A34,Tétano obstétrico,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0
29,A35,Outros tipos de tétano,2.0,3.0,3.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,,1.0
30,A36,Difteria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
31,A37,Coqueluche,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0
32,A38,Escarlatina,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
33,A39,Infecção meningogócica,4.0,1.0,4.0,6.0,4.0,8.0,10.0,6.0,5.0,4.0,1.0,2.0,1.0
34,A40,Septicemia estreptocócica,7.0,8.0,13.0,14.0,10.0,13.0,9.0,16.0,19.0,11.0,12.0,4.0,1.0
35,A41,Outras septicemias,13.0,18.0,21.0,14.0,11.0,10.0,10.0,22.0,12.0,15.0,14.0,5.0,1.0
36,A42,Actinomicose,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
37,A43,Nocardiose,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,1.0
38,A44,Bartonelose,2.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,,1.0
39,A46,Erisipela,217.0,216.0,319.0,279.0,242.0,222.0,232.0,189.0,175.0,175.0,195.0,148.0,1.0
40,A48,Outras doenças bacterianas não classificadas em outra parte,9.0,13.0,10.0,7.0,7.0,12.0,11.0,14.0,9.0,6.0,11.0,3.0,1.0
41,A49,Infecção bacteriana de local não especificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
42,A50,Sífilis congênita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0
43,A51,Sífilis precoce,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0
44,A52,Sífilis tardia,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0
45,A53,Outras formas e as não especificadas da sífilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
46,A54,Infecção gonocócica,1.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0
47,A55,Linfogranuloma (venéreo) por clamídia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
48,A56,Outras infecções causadas por clamídias transmitidas por via s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
49,A57,Cancro mole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
50,A58,Granuloma inguinal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
51,A59,Tricomoníase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
52,A60,Infecções anogenitais pelo vírus do herpes [herpes simples],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
53,A63,"Outras doenças de transmissão predominantemente sexual, nã",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
54,A64,"Doenças sexualmente transmitidas, não especificadas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
55,A65,Sífilis não-venérea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
