,CID10,DESC,JANEIRO,FEVEREIRO,MARÇO,ABRIL,MAIO,JUNHO,JULHO,AGOSTO,SETEMBRO,OUTUBRO,NOVEMBRO,DEZEMBRO,NUMCAP
0,A00,Cólera,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,A01,Febres tifóide e paratifóide,3.0,1.0,1.0,1.0,2.0,5.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0
2,A02,Outras infecções por Salmonella,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0
3,A03,Shiguelose,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
4,A04,Outras infecções intestinais bacterianas,3.0,4.0,4.0,2.0,4.0,0.0,2.0,0.0,1.0,1.0,5.0,6.0,1.0
5,A05,Outras intoxicações alimentares bacterianas,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
6,A06,Amebíase,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,A07,Outras doenças intestinais por protozoários,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8,A08,"Infecções intestinais virais, outras e as não especificadas",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
9,A09,Diarréia e gastroenterite de origem infecciosa presumível,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
10,A15,"Tuberculose respiratória, com confirmação bacteriológica e his",641.0,553.0,773.0,540.0,592.0,528.0,515.0,532.0,500.0,595.0,507.0,511.0,1.0
11,A16,"Tuberculose das vias respiratórias, sem confirmação bacterioló",257.0,229.0,322.0,245.0,284.0,220.0,279.0,280.0,214.0,259.0,217.0,227.0,1.0
12,A17†,Tuberculose do sistema nervoso,5.0,4.0,5.0,2.0,4.0,5.0,3.0,0.0,1.0,5.0,4.0,3.0,1.0
13,A18,Tuberculose de outros órgãos,47.0,27.0,43.0,36.0,28.0,36.0,32.0,36.0,32.0,41.0,35.0,27.0,1.0
14,A19,Tuberculose miliar,13.0,13.0,23.0,9.0,10.0,13.0,9.0,7.0,9.0,11.0,11.0,8.0,1.0
15,A20,Peste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16,A21,Tularemia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17,A22,Carbúnculo,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0
18,A23,Brucelose,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
19,A24,Mormo e melioidose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
20,A25,Febres transmitidas por mordedura de rato,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
21,A26,Erisipelóide,3.0,3.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0
22,A27,Leptospirose,31.0,29.0,36.0,21.0,14.0,17.0,12.0,7.0,5.0,8.0,11.0,14.0,1.0
23,A28,Outras doenças bacterianas zoonóticas não classificadas em o,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,A30,Hanseníase [doença de Hansen] [lepra],370.0,358.0,435.0,393.0,412.0,385.0,390.0,416.0,343.0,411.0,392.0,313.0,1.0
